,job,company,location,duration,stipend(/month),posted,skills_required,avg_stipend,is_work_from_home,job_gre_5,comp_more_demandable_job,com_gre_5,paid/free
4163,Digital Marketing,Sarcon,Work From Home,6 Months,10000-20000,1 week ago,"['Creative Writing', 'Digital Marketing', 'Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Google Suite (G Suite)', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",15000,1,1,0,0,1
4164,Customer Success,Sarcon,Work From Home,6 Months,10000-20000,1 week ago,"['Client Relationship', 'Effective Communication', 'Google Suite (G Suite)', 'MS-Excel', 'Operations']",15000,1,0,0,0,1
4165,Graphic Design,Bunny Bash Events & Rentals,Work From Home,2 Months,8000-10000,1 week ago,"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'UI & UX Design']",9000,1,1,0,0,1
4166,Quality Analyst,Qween Network LLP,Work From Home,6 Months,10000-15000,1 week ago,['Quality Assurance/Quality Control (QA/QC)'],12500,1,0,0,0,1
4167,Video Editing/Making,Property Discuss,Work From Home,3 Months,9000,1 week ago,"['Adobe Illustrator', 'Video Editing', 'Video Making']",9000,1,1,0,0,1
4168,Inside Sales,Bootstart Spaces And Hospitality Private Limited,Work From Home,6 Months,5000-10000,1 week ago,['Effective Communication'],7500,1,1,0,0,1
4169,Graphic Design,Skoodos (Spherion Solutions Private Limited),Work From Home,3 Months,8000,1 week ago,"['Adobe After Effects', 'Adobe Creative Suite', 'Adobe Illustrator', 'Adobe Indesign', 'Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Adobe Premiere Pro', 'CorelDRAW', 'UI & UX Design', 'Video Editing']",8000,1,1,0,0,1
4170,Law/Legal,Areness Foundation,Work From Home,2 Months,0,1 week ago,['Labour laws'],0,1,1,0,0,0
4171,Business Development (Sales),Performship.com,Work From Home,3 Months,5000,1 week ago,"['English Proficiency (Spoken)', 'Negotiation & Problem-solving', 'Sales', 'Sales pitch']",5000,1,1,0,0,1
4172,Children Storybook Illustration,OckyPocky,Work From Home,3 Months,3000-4000,1 week ago,"['Adobe Illustrator', 'Adobe Premiere Pro']",3500,1,0,0,0,1
4173,Digital Marketing,Wingless Dreamer Publisher,Work From Home,3 Months,2000,1 week ago,"['Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",2000,1,1,0,0,1
4174,Digital Marketing,Social Sutra,Work From Home,3 Months,5000-10000,1 week ago,"['Digital Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",7500,1,1,0,0,1
4175,Blogging,Sarvam Foundation,Work From Home,4 Months,2000-5000,1 week ago,"['Blogging', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Hindi Proficiency (Written)', 'MS-Word', 'Search Engine Optimization (SEO)']",3500,1,0,0,0,1
4176,Business Research,Growthsay,Work From Home,1 Month,5000,1 week ago,"['English Proficiency (Written)', 'MS-Excel', 'Research and Analytics']",5000,1,1,0,0,1
4177,Social Media Marketing,HEALTH POINT PLUS,Work From Home,3 Months,4000-12000,1 week ago,"['Creative Writing', 'Digital Marketing', 'Facebook Marketing', 'Instagram Marketing', 'Social Media Marketing']",8000,1,1,0,0,1
4178,Machine Operation,CIEL HR Services Private Limited,Work From Home,6 Months,14000,1 week ago,['NOT MENTIONED'],14000,1,0,0,0,1
4179,Operations,Avaari,Work From Home,1 Month,10000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Event Management']",10000,1,1,0,1,1
4180,Virtual Urdu Language Teaching,Wazir Education Society,Work From Home,3 Months,1000-2000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Online Teaching', 'Teaching']",1500,1,0,0,0,1
4181,Content Writing & Voice Over,JMAAA Infotech Private Limited,Work From Home,3 Months,1000,1 week ago,"['Content Writing', 'Creative Writing', 'Voice-over artist']",1000,1,0,0,0,1
4182,Human Resources (HR),Talent Spark,Work From Home,3 Months,1000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel']",1000,1,1,0,0,1
4183,Machine Learning,Buddha Education Association Incorporation,Work From Home,2 Months,18000,1 week ago,"['Data Analytics', 'Data Science', 'Deep Learning', 'Machine Learning', 'Natural Language Processing (NLP)', 'Python', 'R Programming']",18000,1,1,1,1,1
4184,Chartered Accountancy (CA),Legal Suvidha,Work From Home,6 Months,10000,1 week ago,"['Accounting', 'Canva', 'MS-Excel', 'MS-Office']",10000,1,1,0,0,1
4185,Artificial Intelligence (AI),Buddha Education Association Incorporation,Work From Home,1 Month,15000,1 week ago,"['Data Science', 'Data Structures', 'Python']",15000,1,1,1,1,1
4186,Content Writing,Buddha Education Association Incorporation,Work From Home,1 Month,15000,1 week ago,"['American English', 'Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",15000,1,1,0,1,1
4187,Human Resources (HR),Buddha Education Association Incorporation,Work From Home,1 Month,16000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",16000,1,1,0,1,1
4188,Mobile App Development,Buddha Education Association Incorporation,Work From Home,1 Month,15000,1 week ago,"['Android', 'Firebase', 'Flutter', 'iOS', 'Java', 'Kotlin', 'Node.js', 'ReactJS', 'React Native', 'REST API']",15000,1,1,0,1,1
4189,Marketing,Buddha Education Association Incorporation,Work From Home,2 Months,16000,1 week ago,"['Digital Marketing', 'Marketing', 'Social Media Marketing']",16000,1,1,0,1,1
4190,Electrical Engineering,Buddha Education Association Incorporation,"Mumbai, Delhi, Pune",1 Month,15000,1 week ago,"['Arduino', 'ARM Microcontroller', 'Atmel AVR', 'ElectronJS', 'Model View Controller(MVC)', 'Quality Assurance/Quality Control (QA/QC)']",15000,0,1,0,1,1
4191,Civil Engineering,Buddha Education Association Incorporation,"Bangalore, Mumbai",3 Months,15000,1 week ago,"['3ds Max', 'AutoCAD', 'Mathematics', 'Physics', 'PTC Creo']",15000,0,1,0,1,1
4192,Blockchain Development,Buddha Education Association Incorporation,Work From Home,2 Months,18000,1 week ago,"['Blockchain', 'C++ Programming', 'Ethereum', 'Hyperledger', 'Java', 'JavaScript', 'Node.js', 'Python', 'ReactJS']",18000,1,1,0,1,1
4193,Operations,Buddha Education Association Incorporation,Work From Home,1 Month,10000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Event Management']",10000,1,1,0,1,1
4194,Web Development,Buddha Education Association Incorporation,Work From Home,1 Month,10000,1 week ago,"['C++ Programming', 'Java', 'JSON', 'Node.js', 'ReactJS', 'SQL', 'Webflow']",10000,1,1,1,1,1
4195,Traveling Tailor,Tech-Tailor Solutions Private Limited,Work From Home,3 Months,10000,1 week ago,"['Client Relationship', 'Fashion Designing', 'Fashion Styling', 'Operations', 'Quality Assurance/Quality Control (QA/QC)']",10000,1,0,0,0,1
4196,Interior Design,Buddha Education Association Incorporation,Pune,2 Months,12000,1 week ago,"['3ds Max', 'Adobe Photoshop', 'AutoCAD']",12000,0,1,0,1,1
4197,Mechanical Engineering,Buddha Education Association Incorporation,Work From Home,1 Month,8000,1 week ago,"['3ds Max', 'AutoCAD', 'CAD']",8000,1,1,0,1,1
4198,Photography,Buddha Education Association Incorporation,Work From Home,1 Month,10000,1 week ago,"['Adobe Photoshop', 'Photography', 'Video Editing', 'Video Making']",10000,1,1,0,1,1
4199,Business Development (Sales),Buddha Education Association Incorporation,Work From Home,1 Month,15000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Salesforce']",15000,1,1,0,1,1
4200,Marketing,360 Circle Infotech Private Limited,Work From Home,6 Months,3000,1 week ago,"['Digital Marketing', 'Email Marketing', 'Social Media Marketing']",3000,1,1,0,0,1
4201,Content Development (English),Saroj Devi Foundation,Work From Home,1 Month,0,1 week ago,"['Audio Editing', 'Canva', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",0,1,1,0,0,0
4202,Media & Sales Marketing,KARPULSE,Work From Home,6 Months,2000,1 week ago,"['Digital Marketing', 'Market Analysis', 'Marketing', 'MS-Excel', 'MS-Office', 'Social Media Marketing']",2000,1,0,0,0,1
4203,Interior Design,Sculpt Design Studio,Work From Home,6 Months,8000-10000,1 week ago,"['Adobe Illustrator', 'Adobe Photoshop', 'AutoCAD', 'Google SketchUp']",9000,1,1,0,0,1
4204,Human Resources (HR),Compak Talent Advisory,Work From Home,6 Months,2000,1 week ago,"['Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'MS-Word', 'Recruitment']",2000,1,1,0,0,1
4205,Big Data,Go Digital Technology Consulting,"Pune, Mumbai",2 Months,15000,1 week ago,"['Python', 'SQL']",15000,0,0,0,0,1
4206,Teaching (International Financial Markets),Auriv Learning,Work From Home,6 Months,10000,1 week ago,"['Econometrics', 'Financial literacy', 'STATA']",10000,1,0,0,1,1
4207,Portfolio Theory And Equity Analysis,Auriv Learning,Work From Home,6 Months,10000,1 week ago,"['Econometrics', 'Financial literacy', 'STATA']",10000,1,0,0,1,1
4208,Social Media Content Creation,FavTutor,Work From Home,2 Months,15000,1 week ago,"['English Proficiency (Spoken)', 'Social Media Marketing']",15000,1,0,0,0,1
4209,Web Development,Sarcon,Work From Home,6 Months,10000-15000,1 week ago,"['CSS', 'HTML', 'JavaScript', 'LARAVEL', 'MySQL', 'PHP']",12500,1,1,1,0,1
4210,Content Writing,Export Genius,Work From Home,6 Months,8000-10000,1 week ago,"['Content Writing', 'Creative Writing', 'English Proficiency (Written)', 'Report Writing', 'Search Engine Optimization (SEO)']",9000,1,1,0,0,1
4211,Supervisor,Jhilam GHOSH,Work From Home,3 Months,19000,1 week ago,['NOT MENTIONED'],19000,1,0,0,0,1
4212,Mechatronics Design Engineering,Spaceflash Computers,Bangalore,4 Months,15000,1 week ago,"['CAD', 'C Programming', 'Effective Communication', 'PCB Design', 'Robotics', 'Simulink']",15000,0,0,0,0,1
4213,Marketing,Programming Hub (Rightsol Private Limited),Work From Home,3 Months,15000-20000,1 week ago,['Effective Communication'],17500,1,1,0,0,1
4214,Digital Marketing,Aicad Studio,Work From Home,6 Months,8000,1 week ago,['Digital Marketing'],8000,1,1,0,0,1
4215,Graphic Design,Tent N' Trails,Work From Home,3 Months,10000-15000,1 week ago,"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Indesign', 'Adobe Photoshop', 'Adobe Premiere Pro', 'CorelDRAW', 'Video Editing']",12500,1,1,0,0,1
4216,Social Media Marketing,Blacktie Space,Work From Home,3 Months,8000-15000,1 week ago,"['Creative Writing', 'Digital Marketing', 'English Proficiency (Written)', 'Instagram Marketing']",11500,1,1,0,0,1
4217,Search Engine Optimization (SEO),CipherSchools,Work From Home,3 Months,8000-12000,1 week ago,"['Digital Marketing', 'English Proficiency (Written)', 'Google AdWords', 'Google Analytics', 'HTML', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",10000,1,1,0,1,1
4218,Content Writing,StrideOne,Work From Home,3 Months,15000,1 week ago,"['Content Writing', 'Creative Writing', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",15000,1,1,0,0,1
4219,E-Commerce Marketing,Yail Clothing And Appearls,Work From Home,3 Months,4000,1 week ago,"['Digital Marketing', 'Facebook Ads', 'Facebook Marketing', 'Google AdWords', 'Google Analytics', 'Instagram Marketing', 'Search Engine Optimization (SEO)']",4000,1,1,0,0,1
4220,Content Writing,Edunify - Uniform Application,Work From Home,6 Months,2000,1 week ago,"['Blogging', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Search Engine Optimization (SEO)']",2000,1,1,0,0,1
4221,Social Media Marketing,Futuready Media,Work From Home,3 Months,5000,1 week ago,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Written)', 'Social Media Marketing']",5000,1,1,0,0,1
4222,Business Development (Sales),MDEEC,Work From Home,6 Months,7000,1 week ago,['NOT MENTIONED'],7000,1,1,0,0,1
4223,Backend Development,DocPlus,Work From Home,6 Months,15000,1 week ago,"['Express.js', 'JavaScript', 'MongoDB', 'Node.js', 'TypeScript']",15000,1,1,1,0,1
4224,Business Development (Sales),Medisense Global Healthcare,Work From Home,3 Months,8000-20000,1 week ago,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Social Media Marketing']",14000,1,1,0,0,1
4225,Graphic Design,Webchirpy,Work From Home,3 Months,5000-8000,1 week ago,"['Adobe Illustrator', 'Adobe Photoshop', 'CorelDRAW']",6500,1,1,0,0,1
4226,International Business Development,Jivichem Synthesis Private Limited,Work From Home,3 Months,4000-6000,1 week ago,"['Chemistry', 'Data Analytics', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Marketing', 'MS-Excel', 'MS-Office']",5000,1,1,0,0,1
4227,Mobile App Testing,DocPlus,Work From Home,6 Months,10000,1 week ago,"['iOS', 'Manual Testing', 'Software Testing']",10000,1,0,0,0,1
4228,Auditing & Accounting,A A Garg & Co,Work From Home,6 Months,10000,1 week ago,"['Acting Audition', 'Effective Communication', 'MS-Excel']",10000,1,1,0,0,1
4229,Digital Marketing,Florina Texports,Work From Home,6 Months,5000,1 week ago,"['Adobe Photoshop', 'Digital Advertising', 'Email Marketing', 'English Proficiency (Written)', 'Facebook Marketing', 'Google AdWords', 'Instagram Marketing', 'MS-Excel', 'MS-PowerPoint', 'Social Media Marketing']",5000,1,1,0,0,1
4230,Data Science,Quantasis Private Limited,Mumbai,6 Months,8000-12000,1 week ago,"['Data Analytics', 'Data Science', 'Machine Learning', 'Python']",10000,0,1,1,0,1
4231,Performance Marketing,Urbanotch LLP,Work From Home,3 Months,10000,1 week ago,"['Digital Marketing', 'Search Engine Optimization (SEO)']",10000,1,0,0,0,1
4232,Brand Marketing,The Souled Store,Mumbai,3 Months,10000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",10000,0,0,0,1,1
4233,Business Development (Sales),RankHawn,Work From Home,4 Months,10000-25000,1 week ago,"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",17500,1,1,0,0,1
4234,Human Resources (HR),Flyvheel Digital Solutions Private Limited,Delhi,3 Months,10000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Office', 'Recruitment']",10000,0,1,0,0,1
4235,Mobile App Development,DocPlus,Work From Home,6 Months,15000,1 week ago,"['JavaScript', 'React Native', 'TypeScript']",15000,1,1,0,0,1
4236,Digital Marketing,Brinda Pharma Technologies Private Limited,Work From Home,4 Months,12000,1 week ago,"['Canva', 'Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",12000,1,1,0,0,1
4237,SSC Content Curation,Lawtech,Work From Home,3 Months,8000-10000,1 week ago,"['Content Writing', 'Creative Writing', 'English Proficiency (Written)', 'Mathematics', 'MS-PowerPoint']",9000,1,0,0,1,1
4238,Telecalling,EduWhirl,Work From Home,3 Months,10000,1 week ago,['MS-Excel'],10000,1,1,0,0,1
4239,Presales,Drip Capital,Mumbai,6 Months,15000,1 week ago,"['Effective Communication', 'Negotiation & Problem-solving', 'Sales pitch']",15000,0,0,0,0,1
4240,Telecalling,Bestdentists,Work From Home,2 Months,1000,1 week ago,"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",1000,1,1,0,0,1
4241,Graphic Design,Muffin Media Private Limited,Work From Home,2 Months,1500,1 week ago,"['Adobe Photoshop', 'Canva', 'English Proficiency (Spoken)']",1500,1,1,0,0,1
4242,Content Writing,Brand Enhanced,Work From Home,2 Months,2000-3000,1 week ago,"['Blogging', 'Content Writing', 'Creative Writing', 'Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",2500,1,1,0,0,1
4243,Event Management,Bandbaajaa,Work From Home,3 Months,10000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",10000,1,1,0,0,1
4244,Cyber Security,SkillStreet,Work From Home,4 Months,20000,1 week ago,"['Computer Networking', 'Ethical Hacking', 'Linux', 'Python', 'VAPT', 'Web Application Security']",20000,1,0,1,1,1
4245,Sales,Gabriel Enterprises,Work From Home,3 Months,6000,1 week ago,['Salesforce'],6000,1,1,0,0,1
4246,Social Media Marketing,Blue Duck Holidays,Work From Home,1 Month,1000-5000,1 week ago,['NOT MENTIONED'],3000,1,1,0,0,1
4247,Marketing & Sales,Tradester Retail & Wholesale Private Limited,Work From Home,2 Months,6000,1 week ago,"['Content Marketing', 'Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Lead Generation', 'Tamil Proficiency (Spoken)']",6000,1,0,0,0,1
4248,Graphic Design,Convora Technologies,Work From Home,3 Months,8000,1 week ago,"['Adobe Creative Suite', 'Adobe Illustrator', 'Adobe Photoshop', 'UI & UX Design', 'Video Editing']",8000,1,1,0,0,1
4249,Marketing,Fermedicius Labs Private Limited,Work From Home,5 Months,20000,1 week ago,['NOT MENTIONED'],20000,1,1,0,0,1
4250,Content Writing,Enheal,Work From Home,3 Months,3000,1 week ago,"['Blogging', 'Creative Writing', 'Digital Marketing', 'English Proficiency (Written)', 'Search Engine Optimization (SEO)']",3000,1,1,0,0,1
4251,Social Media Management (Female Candidates Only),Mavalore Infotech,Work From Home,6 Months,8000-20000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Ads', 'Facebook Marketing', 'Instagram Marketing', 'Social Media Marketing', 'YouTube Ads']",14000,1,0,0,0,1
4252,Event Management,Ignitic Ideas Private Limited,Work From Home,1 Month,3000-8000,1 week ago,['Event Management'],5500,1,1,0,0,1
4253,Tally Accountant,Bodhi Tree Training And Technology Services,Work From Home,6 Months,8500,1 week ago,"['Accounting', 'Tally']",8500,1,0,0,0,1
4254,Accounting & Bookkeeping,Nitin MIttal & Co,Work From Home,6 Months,6000,1 week ago,"['Accounting', 'Tally']",6000,1,1,0,0,1
4255,Business Development (Sales),Intellohire,Work From Home,5 Months,10000-15000,1 week ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Lead Generation', 'MS-Excel', 'Sales']",12500,1,1,0,0,1
4256,Travel Consultant,Saphar Travels,Work From Home,3 Months,12000,1 week ago,['Effective Communication'],12000,1,1,0,0,1
